indvdID,siteID,taxonID,scientificName,taxonRank,utmZone,nlcdClass,elevation,growthForm,plantStatus,stemDiameter,height,maxCrownDiameter,ninetyCrownDiameter,canopyPosition
OSBS01022,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,32.31,single bole tree,"Live,  other damage",16,13.1,5.4,3.5,Full sun
OSBS01013,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,31.51,single bole tree,Live,10.1,13.2,3.7,3.2,Partially shaded
OSBS01015,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,31.51,single bole tree,Live,11,13.3,3.6,3.2,Full sun
OSBS01011,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,31.51,small tree,"Live, disease damaged",9.2,9.6,5.9,2.4,NA
OSBS01023,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,31.51,single bole tree,Live,44.6,18.4,14.5,12.8,Full sun
OSBS01024,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,31.51,single bole tree,"Live, disease damaged",26.5,16.3,10.2,8,Partially shaded
OSBS01025,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,31.51,single bole tree,Live,42,20.1,14.7,11.9,Full sun
OSBS01021,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,32.31,small tree,"Live,  other damage",9.6,11.9,4,1.3,NA
OSBS00781,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,45.2,single bole tree,Live,11.5,11.4,3.6,3.4,Full sun
OSBS01002,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,45.2,small tree,Live,7.8,7.9,NA,NA,NA
OSBS01003,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,45.2,small tree,Live,8.6,8.9,NA,NA,NA
OSBS00771,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,45.2,single bole tree,Live,26.5,17.6,8.6,7.2,Open grown
OSBS00788,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,45.2,single bole tree,"Live, physically damaged",10.3,10.4,3.5,2,Full sun
OSBS00785,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,45.2,single bole tree,Live,37.5,15.6,10.6,10.4,Full sun
OSBS00791,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,45.2,single bole tree,Live,10.7,11,2.9,2.4,Full sun
OSBS00778,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,45.2,single bole tree,Live,17,13,6.1,4.4,Full sun
OSBS00774,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,45.2,single bole tree,Live,10.5,12.9,3.6,3.4,Full sun
OSBS00782,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,45.24,small tree,Live,9.5,6.6,NA,NA,NA
OSBS01007,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,31.51,single bole tree,Live,12.5,12.7,5.6,3.4,Full sun
OSBS01006,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,31.65,single bole tree,Live,14.2,15.6,4.7,3.4,Full sun
OSBS01010,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,31.51,single bole tree,Live,15.2,13.8,6.8,5.6,Full sun
OSBS00786,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,45.2,single bole tree,"Live, physically damaged",28.2,14.3,9.2,5.3,Full sun
OSBS00789,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,45.2,single bole tree,Live,30,16.8,7.6,7.1,Full sun
OSBS00157,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,31.94,single bole tree,Live,33.8,17.1,9.9,7.8,NA
OSBS01365,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,36.84,single bole tree,Live,13.3,13.7,2.3,1,Partially shaded
OSBS01305,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,42.59,single bole tree,Live,20.9,16.2,4.3,4.1,Full sun
OSBS01305,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,42.59,single bole tree,Live,20.9,16.2,4.3,4.1,Full sun
OSBS01308,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,42.25,single bole tree,Live,17.8,14.8,5.1,3,Full sun
OSBS01308,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,42.25,single bole tree,Live,17.8,14.8,5.1,3,Full sun
OSBS01363,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,36.84,single bole tree,Live,20.8,16,4.7,3.7,Full sun
OSBS01298,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,42.25,single bole tree,Live,12.4,13.2,3.7,1.4,Open grown
OSBS01298,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,42.25,single bole tree,Live,12.4,13.2,3.7,1.4,Open grown
OSBS01373,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,36.84,single bole tree,Live,15.3,15,3.5,2.3,Full sun
OSBS01371,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,36.84,single bole tree,Live,14.5,15.6,3.6,1.5,Partially shaded
OSBS01369,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,36.84,single bole tree,Live,13,14.2,2.3,1.6,Partially shaded
OSBS01507,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,36.84,single bole tree,Live,23,15.9,6.3,5,Full sun
OSBS01508,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,36.84,single bole tree,Live,27.7,16.6,7.6,4.9,Full sun
OSBS01340,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,36.84,single bole tree,Live,19.5,18.1,4.5,2.5,Full sun
OSBS01342,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,36.84,single bole tree,Live,22.3,13.7,4.8,3.9,NA
OSBS01331,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,36.84,single bole tree,Live,20.6,17.9,5.2,2.7,Full sun
OSBS01268,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,42.25,single bole tree,Live,10.4,13.1,3.1,2.2,Full sun
OSBS01268,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,42.25,single bole tree,Live,10.4,13.1,3.1,2.2,Full sun
OSBS01364,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,36.84,single bole tree,Live,16,12.8,3.5,3,Partially shaded
OSBS01345,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,36.84,single bole tree,Live,23.2,16.3,4.4,4,Full sun
OSBS01358,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,38.56,single bole tree,Live,22.5,14.2,4.2,4.1,Full sun
OSBS01343,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,36.84,single bole tree,Live,11.5,13.4,1.9,1.3,Full sun
OSBS01515,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,34.62,single bole tree,Live,21.4,19.6,3.7,2.3,Full sun
OSBS01531,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,34.62,single bole tree,Live,42,22.4,9.8,8.8,Full sun
OSBS01543,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,34.62,single bole tree,Live,51.4,20.9,12.1,10.9,Full sun
OSBS01554,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,34.62,single bole tree,Live,43.5,21.5,11.4,8.7,Full sun
OSBS01587,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,34.31,single bole tree,Live,10.2,12.4,2.2,1.3,Full sun
OSBS01512,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,34.62,single bole tree,Live,22.3,20.1,6,4.5,Full sun
OSBS01593,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,32.48,single bole tree,Live,13.1,12.9,2.7,2.2,NA
OSBS01589,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,32.48,single bole tree,Live,13,11.9,2.8,1.7,Full sun
OSBS01524,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,34.62,single bole tree,Live,10.8,9.5,1.6,1.4,Partially shaded
OSBS01566,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,34.31,single bole tree,Live,40.9,18.8,10.7,9.9,Full sun
OSBS01840,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,31.94,single bole tree,"Live,  other damage",66.5,18.5,14.5,12.1,Full sun
OSBS03379,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,49.21,single bole tree,"Live, disease damaged",17.3,14.5,NA,NA,NA
OSBS03379,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,49.21,single bole tree,"Live, disease damaged",17.3,14.5,NA,NA,NA
OSBS02146,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,44.63,single bole tree,Live,20.7,12.9,NA,NA,NA
OSBS02143,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,44.63,single bole tree,Live,18.4,12.2,NA,NA,NA
OSBS02722,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,46.36,single bole tree,"Live, disease damaged",27.9,13.9,NA,NA,NA
OSBS02718,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,46.1,single bole tree,"Live, disease damaged",16.1,11.1,NA,NA,NA
OSBS02710,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,46.1,single bole tree,"Live, disease damaged",28.2,14.9,NA,NA,NA
OSBS02711,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,46.1,single bole tree,"Live, disease damaged",12.8,13.2,NA,NA,NA
OSBS02726,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,46.1,single bole tree,"Live, disease damaged",20.6,12.6,NA,NA,NA
OSBS02701,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,46.36,single bole tree,Live,18.3,13.7,NA,NA,NA
OSBS02708,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,46.1,single bole tree,"Live, disease damaged",19.5,13.6,NA,NA,NA
OSBS02704,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,47.33,single bole tree,"Live, insect damaged",27.7,13.1,NA,NA,NA
OSBS02712,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,46.1,single bole tree,Live,17.9,12.8,NA,NA,NA
OSBS02723,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,46.36,single bole tree,"Live, disease damaged",25.9,12.9,NA,NA,NA
OSBS02713,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,46.1,single bole tree,"Live, disease damaged",22.9,12.8,NA,NA,NA
OSBS02714,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,46.1,single bole tree,"Live, disease damaged",24.9,11.6,NA,NA,NA
OSBS02709,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,46.1,single bole tree,"Live, disease damaged",18.3,12.8,NA,NA,NA
OSBS02220,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,42.96,single bole tree,Live,22.9,16.6,NA,NA,NA
OSBS02229,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,42.96,single bole tree,Live,42.9,18.8,NA,NA,NA
OSBS03078,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,45.49,single bole tree,Live,19.4,13.7,NA,NA,NA
OSBS03005,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,45.05,single bole tree,Live,13.8,12.6,NA,NA,NA
OSBS03003,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,45.05,single bole tree,"Live, disease damaged",19.8,13.2,NA,NA,NA
OSBS02970,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,42.15,single bole tree,"Live, disease damaged",11.7,11.8,NA,NA,NA
OSBS02970,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,42.15,single bole tree,"Live, disease damaged",11.7,11.8,NA,NA,NA
OSBS02962,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,42.15,single bole tree,"Live, disease damaged",23,17,NA,NA,NA
OSBS02962,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,42.15,single bole tree,"Live, disease damaged",23,17,NA,NA,NA
OSBS02963,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,42.15,single bole tree,"Live, disease damaged",19.1,12,NA,NA,NA
OSBS02963,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,42.15,single bole tree,"Live, disease damaged",19.1,12,NA,NA,NA
OSBS02230,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,42.96,single bole tree,Live,12.3,11.5,NA,NA,NA
OSBS02189,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,42.96,single bole tree,Live,35.8,18.2,NA,NA,NA
OSBS03077,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,45.49,single bole tree,Live,11.9,11.9,NA,NA,NA
OSBS02959,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,42.15,single bole tree,"Live, disease damaged",44.1,21.4,NA,NA,NA
OSBS02959,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,42.15,single bole tree,"Live, disease damaged",44.1,21.4,NA,NA,NA
OSBS02964,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,42.15,single bole tree,"Live, disease damaged",46.5,18.2,NA,NA,NA
OSBS02964,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,42.15,single bole tree,"Live, disease damaged",46.5,18.2,NA,NA,NA
OSBS03074,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,45.49,single bole tree,Live,10.9,11,NA,NA,NA
OSBS03063,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,46.03,single bole tree,Live,12.6,12,NA,NA,NA
OSBS03064,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,46.03,single bole tree,"Live, disease damaged",16.8,13.3,NA,NA,NA
OSBS03081,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,46.03,single bole tree,Live,21.8,14.7,NA,NA,NA
OSBS03071,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,46.03,single bole tree,Live,16.3,13.9,NA,NA,NA
OSBS03001,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,45.05,single bole tree,Live,24.4,18.1,NA,NA,NA
OSBS03013,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,45.05,single bole tree,"Live, disease damaged",13.4,11.8,NA,NA,NA
OSBS02307,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,41.36,single bole tree,"Live, disease damaged",13.2,15.8,NA,NA,NA
OSBS02307,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,41.36,single bole tree,"Live, disease damaged",13.2,15.8,NA,NA,NA
OSBS02308,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,41.36,single bole tree,"Live, disease damaged",11,15.4,NA,NA,NA
OSBS02308,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,41.36,single bole tree,"Live, disease damaged",11,15.4,NA,NA,NA
OSBS02310,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,41.36,single bole tree,"Live, disease damaged",10.3,11.8,NA,NA,NA
OSBS02310,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,41.36,single bole tree,"Live, disease damaged",10.3,11.8,NA,NA,NA
OSBS03061,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,46.03,single bole tree,Live,11.6,10.5,NA,NA,NA
OSBS03017,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,45.05,single bole tree,Live,17.4,13.5,NA,NA,NA
OSBS03067,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,46.03,single bole tree,"Live, disease damaged",10.6,11.6,NA,NA,NA
OSBS03073,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,45.05,single bole tree,Live,13.6,12.9,NA,NA,NA
OSBS03082,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,46.03,single bole tree,Live,18.5,12.4,NA,NA,NA
OSBS03095,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,45.05,small tree,Live,8.8,9.6,NA,NA,NA
OSBS02982,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,41.36,single bole tree,Live,12.9,14.2,NA,NA,NA
OSBS02982,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,41.36,single bole tree,Live,12.9,14.2,NA,NA,NA
OSBS03015,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,45.05,single bole tree,"Live,  other damage",14.3,9.4,NA,NA,NA
OSBS02981,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,41.36,single bole tree,"Live, disease damaged",23,18,NA,NA,NA
OSBS02981,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,41.36,single bole tree,"Live, disease damaged",23,18,NA,NA,NA
OSBS02306,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,41.36,single bole tree,"Live, disease damaged",13.8,15.2,NA,NA,NA
OSBS02306,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,41.36,single bole tree,"Live, disease damaged",13.8,15.2,NA,NA,NA
OSBS03062,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,46.03,single bole tree,Live,11.5,10.2,NA,NA,NA
OSBS03065,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,46.03,single bole tree,"Live, disease damaged",12.3,13.2,NA,NA,NA
OSBS03025,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,45.05,single bole tree,Live,14.9,13.4,NA,NA,NA
OSBS03066,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,46.03,small tree,Live,9.9,9.2,NA,NA,NA
OSBS03019,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,45.05,single bole tree,Live,10.4,12.6,NA,NA,NA
OSBS03002,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,45.05,single bole tree,Live,16.1,12.9,NA,NA,NA
OSBS03016,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,45.05,single bole tree,"Live, disease damaged",15.8,12.8,NA,NA,NA
OSBS03021,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,45.05,single bole tree,Live,14.7,12.6,NA,NA,NA
OSBS03012,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,45.05,single bole tree,Live,22.4,14.9,NA,NA,NA
OSBS03098,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,45.05,small tree,"Live, disease damaged",8,7.4,NA,NA,NA
OSBS03069,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,46.03,single bole tree,Live,11.3,11.6,NA,NA,NA
OSBS03076,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,45.49,single bole tree,Live,17.9,14.5,NA,NA,NA
OSBS03070,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,46.03,single bole tree,"Live, disease damaged",14.5,12.2,NA,NA,NA
OSBS03020,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,45.05,single bole tree,Live,13.6,13.3,NA,NA,NA
OSBS02309,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,41.36,single bole tree,Live,22.4,17,NA,NA,NA
OSBS02309,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,41.36,single bole tree,Live,22.4,17,NA,NA,NA
OSBS03068,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,45.49,single bole tree,Live,18.2,12.6,NA,NA,NA
OSBS02960,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,42.15,single bole tree,"Live, disease damaged",39.4,21.5,NA,NA,NA
OSBS02960,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,42.15,single bole tree,"Live, disease damaged",39.4,21.5,NA,NA,NA
OSBS03010,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,45.05,single bole tree,Live,19,15.7,NA,NA,NA
OSBS02221,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,42.96,single bole tree,Live,17.7,16.1,NA,NA,NA
OSBS02961,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,42.15,single bole tree,"Live, disease damaged",39.8,20.6,NA,NA,NA
OSBS02961,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,42.15,single bole tree,"Live, disease damaged",39.8,20.6,NA,NA,NA
OSBS02968,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,42.15,single bole tree,"Live, disease damaged",13.7,13.7,NA,NA,NA
OSBS02968,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,42.15,single bole tree,"Live, disease damaged",13.7,13.7,NA,NA,NA
OSBS03008,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,45.05,single bole tree,Live,15,12.6,NA,NA,NA
OSBS03218,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,43.51,single bole tree,Live,16,12.3,NA,NA,NA
OSBS03222,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,43.51,single bole tree,Live,17.6,15.6,NA,NA,NA
OSBS03223,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,43.51,single bole tree,Live,15.4,15.6,NA,NA,NA
OSBS03221,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,43.51,single bole tree,Live,15.6,13,NA,NA,NA
OSBS03254,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,44.19,single bole tree,Live,10.6,10,NA,NA,NA
OSBS03216,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,43.51,single bole tree,Live,14.2,12.6,NA,NA,NA
OSBS03227,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,43.51,single bole tree,Live,16.6,14.2,NA,NA,NA
OSBS03220,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,43.51,single bole tree,Live,13.8,13.5,NA,NA,NA
OSBS03217,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,43.51,single bole tree,Live,14.8,12.1,NA,NA,NA
OSBS03210,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,43.51,single bole tree,"Live, disease damaged",27.5,17,NA,NA,NA
OSBS03225,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,43.51,single bole tree,"Live, disease damaged",18.9,15.6,NA,NA,NA
OSBS03256,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,44.19,single bole tree,"Live, disease damaged",10.8,11.3,NA,NA,NA
OSBS03215,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,43.51,single bole tree,Live,16.5,15.4,NA,NA,NA
OSBS03143,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,46.74,single bole tree,Live,15.9,13.1,NA,NA,NA
OSBS03140,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,46.74,single bole tree,Live,14.3,13.7,NA,NA,NA
OSBS03153,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,46.74,small tree,Live,10.9,12,NA,NA,NA
OSBS03164,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,46.74,small tree,Live,10.9,11,NA,NA,NA
OSBS03152,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,46.74,single bole tree,Live,12.2,12.1,NA,NA,NA
OSBS03149,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,46.74,single bole tree,Live,34.7,15,NA,NA,NA
OSBS03163,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,46.1,single bole tree,Live,10.5,10,NA,NA,NA
OSBS03144,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,46.74,single bole tree,Live,12.3,10.6,NA,NA,NA
OSBS03142,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,46.74,single bole tree,Live,15.1,14.6,NA,NA,NA
OSBS03139,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,46.74,single bole tree,Live,17.1,13.6,NA,NA,NA
OSBS03181,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,47.93,single bole tree,Live,10.1,9,NA,NA,NA
OSBS03145,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,46.74,single bole tree,Live,18.1,13.1,NA,NA,NA
OSBS03138,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,46.74,single bole tree,Live,14.7,13.5,NA,NA,NA
OSBS03146,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,46.74,single bole tree,Live,12.1,10,NA,NA,NA
OSBS03131,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,46.74,single bole tree,Live,14.4,11.6,NA,NA,NA
OSBS03147,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,46.74,single bole tree,Live,11.3,9.7,NA,NA,NA
OSBS03329,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,44.78,single bole tree,Live,27,14,NA,NA,NA
OSBS03326,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,44.78,single bole tree,Live,27.3,15.9,NA,NA,NA
OSBS03327,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,44.78,single bole tree,Live,27.3,15.5,NA,NA,NA
OSBS03330,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,44.78,single bole tree,Live,33.8,18.3,NA,NA,NA
OSBS03420,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,44.22,single bole tree,"Live, disease damaged",13.8,13.9,NA,NA,NA
OSBS03420,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,44.22,single bole tree,"Live, disease damaged",13.8,13.9,NA,NA,NA
OSBS03380,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,44.22,single bole tree,"Live, disease damaged",15.5,14.3,NA,NA,NA
OSBS03380,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,44.22,single bole tree,"Live, disease damaged",15.5,14.3,NA,NA,NA
OSBS03396,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,49.21,single bole tree,"Live, disease damaged",43.7,20.5,NA,NA,NA
OSBS03396,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,49.21,single bole tree,"Live, disease damaged",43.7,20.5,NA,NA,NA
OSBS03386,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,44.22,single bole tree,"Live, disease damaged",12.4,8.5,NA,NA,NA
OSBS03386,OSBS,PIPA2,Pinus palustris Mill.,species,17N,evergreenForest,44.22,single bole tree,"Live, disease damaged",12.4,8.5,NA,NA,NA
